title,company_name,location,via,date_time,salary_standardized,description_tokens
Power BI and Data Analyst with economics or accounting background,Upwork,Anywhere,via Upwork,2022-12-15 04:00:19.592237,72800.0,"sql, excel, power bi"
Data analysis,Upwork,Anywhere,via Upwork,2023-01-12 04:00:22.057054,48880.0,
SQL Expert needed to teach student,Upwork,Anywhere,via Upwork,2023-02-11 04:00:41.132149,67600.0,sql
Document Comparison (Programming Needed),Upwork,Anywhere,via Upwork,2023-02-03 04:00:35.275851,63440.0,
Statistics expert to help with correlation analysis,Upwork,Anywhere,via Upwork,2023-01-01 04:00:21.659499,64480.0,
Complete GA4 Setup,Upwork,Anywhere,via Upwork,2023-05-16 03:00:17.263195,62400.0,
Klaviyo Data Analyst for a Health Brand,Upwork,Anywhere,via Upwork,2023-01-24 04:00:56.723525,80080.0,word
Business Intelligence Analyst,Upwork,Anywhere,via Upwork,2023-03-23 03:00:42.890808,88400.0,
Risk data analytics(anomaly detection/eco-governance/factor...,Upwork,Anywhere,via Upwork,2022-12-02 04:00:22.894397,104000.0,
Senior Data Analyst - Strategy and Analysis - Contract to Hire,Upwork,Anywhere,via Upwork,2023-04-11 03:00:16.747349,98800.0,
Need a data analytic professional,Upwork,Anywhere,via Upwork,2022-12-18 04:00:19.161457,114400.0,excel
Need an Adobe Analytics and Launch Specialist,Upwork,Anywhere,via Upwork,2023-02-10 04:00:22.841645,104000.0,
Data Science Cheat Sheet Creator - Contract to Hire,Upwork,Anywhere,via Upwork,2023-04-12 03:00:30.370240,119600.0,"r, python, power bi, excel, sql, collaboration, sharepoint"
System Analyst,Upwork,Anywhere,via Upwork,2023-03-23 03:00:42.890808,130000.0,
Data analysis - Part time remote,Upwork,Anywhere,via Upwork,2023-01-09 04:00:21.494004,135200.0,spreadsheet
Data Analyst need for insurance technology company,Upwork,Anywhere,via Upwork,2023-01-10 04:00:24.070522,114400.0,"looker, tableau, sql, critical thinking"
Data Scientist - Analysis of Location Data & Distances - Contract...,Upwork,Anywhere,via Upwork,2023-04-03 03:00:28.458013,145600.0,
Data Cleansing Analyst,Upwork,Anywhere,via Upwork,2022-12-25 04:00:11.277528,145600.0,
Excel Trading Analytics Dashboard,Upwork,Anywhere,via Upwork,2023-01-17 04:00:29.369927,176800.0,excel
NFT Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-03-23 03:00:42.890808,228800.0,"communication, collaboration"
Senior Medical Analyst,Upwork,Anywhere,via Upwork,2023-01-01 04:00:15.474877,192400.0,
Analyze census data,Upwork,Anywhere,via Upwork,2023-02-19 04:00:49.018587,312000.0,
Sales Data Analyst,Upwork,Anywhere,via Upwork,2022-12-20 04:00:30.349517,,
Statistical inference pen and paper exercise,Upwork,Anywhere,via Upwork,2022-11-06 05:00:19.410663,,
Statistic project,Upwork,Anywhere,via Upwork,2022-12-05 04:00:35.200560,,
Statistic project,Upwork,Anywhere,via Upwork,2022-12-05 04:00:36.402888,,
Python semantic analysis and grammar design,Upwork,Anywhere,via Upwork,2022-12-19 04:00:28.766944,,communication
PSYCG UNDERGRAD: quantitive analysis,Upwork,Anywhere,via Upwork,2022-12-19 04:00:34.906191,,
Looking for GA expert,Upwork,Anywhere,via Upwork,2022-12-31 04:00:18.880236,,
Statistician for peer review on project,Upwork,Anywhere,via Upwork,2023-01-15 04:00:59.634854,,
Real Estate Economist/ Data Engineering - Contract to Hire,Upwork,Anywhere,via Upwork,2023-04-20 03:00:28.240005,,"r, communication, hadoop, collaboration, spark, airflow"
Supply chain data analytics and AI experts to automate online...,Upwork,Anywhere,via Upwork,2023-05-08 03:00:17.964002,,
Twitter Data Analyst - Code Tweets,Upwork,Anywhere,via Upwork,2022-11-04 03:40:18.086635,,excel
Help with Excel formula,Upwork,Anywhere,via Upwork,2022-11-20 04:00:39.665242,,excel
BI Developer for Data analytics dashboard,Upwork,Anywhere,via Upwork,2022-11-20 04:00:39.665242,,"excel, dax, power bi"
Looking for easy Data Analysis help :),Upwork,Anywhere,via Upwork,2022-12-04 04:00:19.282996,,"communication, spreadsheet"
Technical Product Management & Data Analytics Content Writer,Upwork,Anywhere,via Upwork,2022-12-12 04:00:30.196999,,
Data Analyst for Start-Up,Upwork,Anywhere,via Upwork,2022-12-14 04:00:16.033286,,"empathy, communication, sql"
Data Analyst,Upwork,Anywhere,via Upwork,2022-12-20 04:00:16.392989,,
"Data entry, analysis, statistics for non profit",Upwork,Anywhere,via Upwork,2022-12-27 04:00:21.661414,,
Google Analytics Expert,Upwork,Anywhere,via Upwork,2022-12-29 00:19:21.816106,,
Power BI Financial Report Distribution,Upwork,Anywhere,via Upwork,2023-01-02 04:00:24.357455,,"python, power bi"
Chess Analyst to evaluate 64k games of chess,Upwork,Anywhere,via Upwork,2023-01-03 04:00:27.497563,,python
Data Analyst / E-Commerce Assistant Buyer,Upwork,Anywhere,via Upwork,2023-01-10 04:00:21.881311,,"communication, looker, sql"
BI expert to analyze data,Upwork,Anywhere,via Upwork,2023-01-11 04:00:35.440429,,
Data Analysis Project for Tutoring Company,Upwork,Anywhere,via Upwork,2023-01-14 04:00:35.253592,,
Looking for a data analyst for academic writing,Upwork,Anywhere,via Upwork,2023-01-14 04:00:37.878958,,
Data Analysis Task,Upwork,Anywhere,via Upwork,2023-01-27 04:00:24.859222,,"communication, python, power bi, power bi"
Stock Market Outlook - Contract to Hire,Upwork,Anywhere,via Upwork,2023-02-14 04:00:24.389290,,outlook
N. DOCUMENTS CLASSIFICATION - History Niche,Upwork,Anywhere,via Upwork,2023-02-17 04:00:56.966222,,
MS Excel Help Needed,Upwork,Anywhere,via Upwork,2023-02-22 04:00:40.655639,,excel
Magento 2 Analytics Pixel Tag Manager,Upwork,Anywhere,via Upwork,2023-03-06 04:00:16.709704,,
Data Analytics - Google,Upwork,Anywhere,via Upwork,2023-03-17 03:00:27.878558,,
Build Google Sheet Excel Ecom Metrics Dashboard,Upwork,Anywhere,via Upwork,2023-03-23 03:00:42.890808,,
Senior Data Analyst for our Agency - Contract to Hire,Upwork,Anywhere,via Upwork,2023-03-25 03:00:23.666754,,"looker, power bi, tableau"
Excel expert,Upwork,Anywhere,via Upwork,2023-04-18 03:01:01.541777,,excel
Marketing Business report with Excel data analysis,Upwork,Anywhere,via Upwork,2023-04-26 03:00:31.854361,,"excel, word"
Marketing Analytics Monthly Report,Upwork,Anywhere,via Upwork,2023-05-01 03:00:18.153211,,excel
Marketing Analytics Monthly Report,Upwork,Anywhere,via Upwork,2023-05-01 03:00:20.516375,,excel
Data Analyst Needed,Upwork,Anywhere,via Upwork,2023-05-13 03:00:11.454605,,
Data Analytics,Upwork,Anywhere,via Upwork,2023-05-13 03:00:40.249882,,"numpy, python, pandas"
Data analyst,Upwork,Anywhere,via Upwork,2023-05-15 03:00:21.052035,,"excel, power bi"
Shiny App/NLP expert,Upwork,Anywhere,via Upwork,2022-11-18 04:00:17.393768,111280.0,
Data Analyst w/ Python & SQL Expertise (Night Shift EST Hours),Upwork,Anywhere,via Upwork,2022-12-16 04:00:32.700034,66560.0,"tableau, bigquery, excel, sql, power bi"
Virtual Marketer,Upwork,Anywhere,via Upwork,2023-04-24 03:00:12.228841,46800.0,
Data scientist needed to link databases,Upwork,Anywhere,via Upwork,2023-04-18 03:00:58.622834,52000.0,r
Data scientist needed to link databases,Upwork,Anywhere,via Upwork,2023-04-18 03:01:01.541777,52000.0,r
Data Analytics Pro Needed - Contract to Hire,Upwork,Anywhere,via Upwork,2023-03-23 03:00:30.275289,62400.0,power bi
Human Resources Dashboard Project,Upwork,Anywhere,via Upwork,2023-01-15 04:00:30.779744,58240.0,excel
Statistician needed to help with research project data analysis,Upwork,Anywhere,via Upwork,2023-01-23 04:00:11.556996,63440.0,
privacy engineering/Data Science expert,Upwork,Anywhere,via Upwork,2023-02-24 04:00:25.789820,63440.0,
Cloud Data Analytics App with Front end - Contract to Hire,Upwork,Anywhere,via Upwork,2023-01-28 04:00:23.834270,63440.0,
Data Scientist,Upwork,Anywhere,via Upwork,2022-12-04 04:00:20.631435,64480.0,"sql, r, python"
Entry Level Benefits Data Analyst (Hybrid),Upwork,Anywhere,via Upwork,2022-12-19 04:00:17.232092,96720.0,"communication, excel, word, accountability, integrity, presentation skills"
Junior Data Scientist - UK,Upwork,Anywhere,via Upwork,2023-04-10 03:00:34.254352,48880.0,
Project - Hiring Experienced Growth Marketing Data Analyst,Upwork,Anywhere,via Upwork,2022-12-16 04:00:36.235158,62400.0,communication
Analytics Engineer (Data Analyst & BI Developer),Upwork,Anywhere,via Upwork,2023-03-22 03:00:44.631080,62400.0,"tableau, bigquery"
Looking for work on google analytics,Upwork,Anywhere,via Upwork,2022-12-03 04:01:03.023179,86320.0,
Data analyst,Upwork,Anywhere,via Upwork,2023-03-14 03:00:11.415810,93600.0,
Data analyst,Upwork,Anywhere,via Upwork,2023-04-10 03:00:15.386799,93600.0,
Data analyst/BI expert to automate US Housing Market Analysis Reports,Upwork,Anywhere,via Upwork,2023-05-03 03:00:25.006287,93600.0,"sql, c, python, azure, power bi"
Google Analytics Specialist Needed for Ongoing Basis,Upwork,Anywhere,via Upwork,2023-04-06 03:00:29.720964,109200.0,communication
S&P Bond Rating Assistant,Upwork,Anywhere,via Upwork,2023-01-22 04:00:21.740455,83200.0,
Data Analyst | Create Dashboard for Project Cost Tracking w/Google...,Upwork,Anywhere,via Upwork,2022-12-09 04:00:19.305184,114400.0,
Pricing Formula,Upwork,Anywhere,via Upwork,2023-04-27 03:00:30.603800,114400.0,excel
Data Science/ Analyst Contractor,Upwork,Anywhere,via Upwork,2023-03-29 03:01:00.518706,81120.0,communication
Sales data analyst,Upwork,Anywhere,via Upwork,2023-01-03 04:00:16.704741,117520.0,
Data Analyst for Character/Personality Archetype Quiz,Upwork,Anywhere,via Upwork,2023-01-30 04:00:17.427054,117520.0,"communication, excel"
SAS Analysis Needed,Upwork,Anywhere,via Upwork,2022-11-06 05:00:21.436724,133120.0,
Google Analytics 4 and Advertising Pixel Setup,Upwork,Anywhere,via Upwork,2022-12-05 04:00:36.402888,109200.0,
ArcGIS data analysis and image creation,Upwork,Anywhere,via Upwork,2022-12-16 04:00:47.027838,119600.0,
Python Data Scientist,Upwork,Anywhere,via Upwork,2023-04-25 03:00:41.272484,119600.0,"sql, hadoop, sas, snowflake, python, machine learning, tableau, mysql"
Data Analyst,Upwork,Anywhere,via Upwork,2022-12-20 04:00:11.169560,119600.0,machine learning
Data Analysis of SaaS Application Usage Data to Re-Tier Plans,Upwork,Anywhere,via Upwork,2023-02-24 04:00:27.557810,119600.0,sql
"Data analyst,R Expert - Contract to Hire",Upwork,Anywhere,via Upwork,2023-04-16 03:00:08.167589,119600.0,
GA4 Configuration with BigQuery and Firebase - Contract to Hire,Upwork,Anywhere,via Upwork,2023-04-29 03:00:35.230886,119600.0,"communication, bigquery"
Excel Data Analyst Needed for Data Analysis and Reporting Project,Upwork,Anywhere,via Upwork,2023-05-18 04:00:35.053365,119600.0,"time management, communication, excel"
Alteryx Instructor - Contract to Hire,Upwork,Anywhere,via Upwork,2023-02-24 04:00:25.789820,114400.0,alteryx
"Director, Oncology Statistics - Remote",Upwork,Anywhere,via Upwork,2022-11-21 04:00:29.361614,124800.0,
Data analyst/BI expert to help automate a series of analytics...,Upwork,Anywhere,via Upwork,2023-04-13 03:00:22.882125,124800.0,excel
Data Analysis & Manipulation,Upwork,Anywhere,via Upwork,2023-01-06 04:00:23.340452,156000.0,"spreadsheet, aws, excel, matlab"
Create Reporting Dashboards,Upwork,Anywhere,via Upwork,2022-12-03 04:00:56.837452,182000.0,
Google News analysis or tool,Upwork,Anywhere,via Upwork,2023-05-01 03:00:20.516375,208000.0,
Web Analyst,Upwork,Anywhere,via Upwork,2022-11-21 04:00:40.864996,234000.0,
Data analyst/Power BI expert that can modify existing power BI...,Upwork,Anywhere,via Upwork,2022-12-17 04:00:23.714255,166400.0,power bi
Data Input / Data Analyst Required - Contract to Hire,Upwork,Anywhere,via Upwork,2023-03-11 04:00:30.746848,,excel
SDQ survey data analysis IBM SPSS,Upwork,Anywhere,via Upwork,2022-11-05 05:00:29.403610,,spss
ROC curves and AUC,Upwork,Anywhere,via Upwork,2022-11-04 15:36:59.724989,,
Bayesian Statistic Expert Needed for my project,Upwork,Anywhere,via Upwork,2022-11-06 05:00:27.954841,,
Data science Case Studies,Upwork,Anywhere,via Upwork,2022-11-09 04:00:32.316200,,
Yield Statistics using Excel Assignment,Upwork,Anywhere,via Upwork,2022-12-05 04:00:35.200560,,
Analyze data and predict sales,Upwork,Anywhere,via Upwork,2022-12-14 04:00:34.340959,,
Developer needed for data analysis,Upwork,Anywhere,via Upwork,2023-01-03 04:00:19.380094,,python
Build a Linear Discriminant Analysis model for a data set,Upwork,Anywhere,via Upwork,2023-02-04 04:00:32.818766,,"excel, matlab"
Google Sheets & Analytics Expert Need to Create Time Tracking System,Upwork,Anywhere,via Upwork,2023-04-05 03:01:08.121633,,
SPSS Report,Upwork,Anywhere,via Upwork,2023-04-06 03:00:21.940329,,spss
California K - 8 School Academic Dashboard,Upwork,Anywhere,via Upwork,2023-04-08 03:00:21.322283,,
Epidemiologist,Upwork,Anywhere,via Upwork,2023-04-25 03:00:35.391560,,
Epidemiologist,Upwork,Anywhere,via Upwork,2023-04-25 03:00:37.720227,,
Qualitative Analysis,Upwork,Anywhere,via Upwork,2023-05-05 03:01:30.004501,,
Acuity Tracking Google Analytics 4,Upwork,Anywhere,via Upwork,2022-11-04 03:40:28.890334,,
Data analysis,Upwork,Anywhere,via Upwork,2022-11-06 05:00:15.938385,,
Basket or Affinity Analysis and model needed,Upwork,Anywhere,via Upwork,2022-11-08 06:00:24.017539,,excel
Sr. Research Analyst to conduct research and data analysis to...,Upwork,Anywhere,via Upwork,2022-11-09 04:00:20.645084,,"sas, tableau, interpersonal skills, excel, sql, spss, collaboration, powerpoint"
Erwin Data Modeler,Upwork,Anywhere,via Upwork,2022-11-18 04:00:17.393768,,sap
Gather US Real Estate Data,Upwork,Anywhere,via Upwork,2022-12-03 04:00:58.023714,,
Excel formula,Upwork,Anywhere,via Upwork,2022-12-04 04:00:22.492644,,excel
Google Analytics 4 from Universal (+events),Upwork,Anywhere,via Upwork,2022-12-04 04:00:22.492644,,go
Write R code analagous to existing Stata program,Upwork,Anywhere,via Upwork,2022-12-12 04:00:30.196999,,r
Data analysis report tutor,Upwork,Anywhere,via Upwork,2022-12-13 04:00:41.753928,,
Data Analyst,Upwork,Anywhere,via Upwork,2022-12-18 04:00:07.955049,,
Excel Simulation Model (copy),Upwork,Anywhere,via Upwork,2022-12-19 04:00:25.544441,,spreadsheet
Excel Expert for Data Migration,Upwork,Anywhere,via Upwork,2022-12-24 04:00:22.803431,,excel
Data Analytics,Upwork,Anywhere,via Upwork,2023-01-16 04:00:14.633389,,
Facebook Data Analyst,Upwork,Anywhere,via Upwork,2023-01-20 04:00:24.400218,,"conflict resolution, tableau, teamwork, ssis, sql, javascript, alteryx, creativity, sap, power bi"
Excel Analyst Needed For Inventory Work,Upwork,Anywhere,via Upwork,2023-01-20 04:00:51.065572,,"spreadsheet, excel"
Social Media Data Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-01-21 04:00:36.100444,,"conflict resolution, tableau, teamwork, ssis, sql, javascript, alteryx, creativity, sap, power bi"
Company data analyst  - Contract to Hire,Upwork,Anywhere,via Upwork,2023-01-27 04:00:14.985900,,
Data Analysis for Web Development Project,Upwork,Anywhere,via Upwork,2023-01-29 04:00:20.584508,,
Social Media Data Analyst Specialist  - Contract to Hire,Upwork,Anywhere,via Upwork,2023-02-04 04:00:19.151590,,"tableau, ssis, sql, javascript, alteryx, sap, power bi"
Data analyst with RStudio experience,Upwork,Anywhere,via Upwork,2023-02-05 04:00:10.250705,,
Excel Dashboard Creation,Upwork,Anywhere,via Upwork,2023-02-18 04:00:18.378299,,
Facebook Analyst. Pixel optimization and troubleshooting,Upwork,Anywhere,via Upwork,2023-03-01 04:00:50.753832,,
Google Sheets Data Analysis Script and Interface,Upwork,Anywhere,via Upwork,2023-03-02 04:00:35.388251,,
Data Scientist / Coder needed to create clean dashboards to...,Upwork,Anywhere,via Upwork,2023-03-03 04:00:30.251080,,excel
Looking for a Data Analyst to Help with Business Questions In Python,Upwork,Anywhere,via Upwork,2023-03-08 04:00:45.819770,,
Analyst to Derive Insights from Public Health Data,Upwork,Anywhere,via Upwork,2023-03-08 04:00:47.228872,,"spreadsheet, excel"
Analyst to Derive Insights from Public Health Data,Upwork,Anywhere,via Upwork,2023-03-08 04:00:48.834296,,"spreadsheet, excel"
Programming and Text analytics with R writer needed for the report,Upwork,Anywhere,via Upwork,2023-03-14 03:00:50.375375,,r
Analyst needed for forecasting problem,Upwork,Anywhere,via Upwork,2023-03-22 03:00:51.296962,,
Data analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-03-24 03:00:24.309597,,
Data analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-03-24 03:00:26.276902,,
Similarity Scores of Documents,Upwork,Anywhere,via Upwork,2023-03-31 03:01:15.922490,,
Excel Sales Report Guru,Upwork,Anywhere,via Upwork,2023-04-01 03:00:30.332472,,"excel, spreadsheet"
Build Power BI Dashboard - Microsoft License Usage,Upwork,Anywhere,via Upwork,2023-04-18 03:01:01.541777,,"sharepoint, power bi"
Power BI Analysis,Upwork,Anywhere,via Upwork,2023-04-22 03:00:25.533044,,go
Data System Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-05-14 03:00:16.002852,22880.0,"communication, excel, word, sql, critical thinking, problem solving, power bi"
Data analyst/BI expert to help automate a series of analytics reports,Upwork,Anywhere,via Upwork,2023-05-05 03:01:08.161539,31200.0,
Data analyst/BI expert to help automate a series of analytics reports,Upwork,Anywhere,via Upwork,2023-03-09 04:00:11.640998,41600.0,"r, sas"
